nss_state_code,state_name,nss_region,nss_district_code,nss_district_name,census2011_code,census2011_name,match_type,note
32,Kerala,322,8,Ernakulam,595,Ernakulam,exact,
32,Kerala,322,9,Idukki,596,Idukki,exact,
32,Kerala,322,10,Kottayam,597,Kottayam,exact,
32,Kerala,322,11,Alappuzha,598,Alappuzha,exact,
32,Kerala,322,12,Pathanamthitta,599,Pathanamthitta,exact,
32,Kerala,322,13,Kollam,600,Kollam,exact,
32,Kerala,322,14,Thiruvananthapuram,601,Thiruvananthapuram,exact,
33,Tamil Nadu,331,1,Thiruvallur,602,Thiruvallur,exact,
33,Tamil Nadu,331,2,Chennai,603,Chennai,exact,
33,Tamil Nadu,331,3,Kancheepuram,604,Kancheepuram,exact,
33,Tamil Nadu,331,4,Vellore,605,Vellore,exact,
33,Tamil Nadu,331,5,Tiruvannamalai,606,Tiruvannamalai,exact,
33,Tamil Nadu,331,6,Viluppuram,607,Viluppuram,exact,
33,Tamil Nadu,334,7,Salem,608,Salem,exact,
33,Tamil Nadu,334,8,Namakkal,609,Namakkal,exact,
33,Tamil Nadu,334,9,Erode,610,Erode,exact,
33,Tamil Nadu,334,10,The Nilgiris,611,The Nilgiris,exact,
33,Tamil Nadu,333,11,Dindigul,612,Dindigul,exact,
33,Tamil Nadu,332,12,Karur,613,Karur,exact,
33,Tamil Nadu,332,13,Tiruchirappalli,614,Tiruchirappalli,exact,
33,Tamil Nadu,332,14,Perambalur,615,Perambalur,exact,
33,Tamil Nadu,332,15,Ariyalur,616,Ariyalur,exact,
33,Tamil Nadu,331,16,Cuddalore,617,Cuddalore,exact,
33,Tamil Nadu,332,17,Nagapattinam,618,Nagapattinam,exact,
33,Tamil Nadu,332,18,Thiruvarur,619,Thiruvarur,exact,
33,Tamil Nadu,332,19,Thanjavur,620,Thanjavur,exact,
33,Tamil Nadu,332,20,Pudukkottai,621,Pudukkottai,exact,
33,Tamil Nadu,333,21,Sivaganga,622,Sivaganga,exact,
33,Tamil Nadu,333,22,Madurai,623,Madurai,exact,
33,Tamil Nadu,333,23,Theni,624,Theni,exact,
33,Tamil Nadu,333,24,Virudhunagar,625,Virudhunagar,exact,
33,Tamil Nadu,333,25,Ramanathapuram,626,Ramanathapuram,exact,
33,Tamil Nadu,333,26,Thoothukkudi,627,Thoothukkudi,exact,
33,Tamil Nadu,333,27,Tirunelveli,628,Tirunelveli,exact,
33,Tamil Nadu,333,28,Kanniyakumari,629,Kanniyakumari,exact,
33,Tamil Nadu,334,29,Dharmapuri,630,Dharmapuri,exact,
33,Tamil Nadu,334,30,Krishnagiri,631,Krishnagiri,exact,
33,Tamil Nadu,334,31,Coimbatore,632,Coimbatore,exact,
33,Tamil Nadu,334,32,Tiruppur,633,Tiruppur,exact,
34,Puducherry,341,1,Yanam,634,Yanam,exact,
34,Puducherry,341,2,Puducherry,635,Pondicherry,alias,Spelling variant of the 2011 census name.
34,Puducherry,341,3,Mahe,636,Mahe,exact,
34,Puducherry,341,4,Karaikal,637,Karaikal,exact,
35,Andaman & Nicobar Islands,351,1,Nicobars,638,Nicobars,exact,
35,Andaman & Nicobar Islands,351,2,North & Middle Andaman,639,North  AND Middle Andaman,exact,
35,Andaman & Nicobar Islands,351,3,South Andaman,640,South Andaman,exact,
36,Telangana,361,1,Adilabad,532,Adilabad,exact,
36,Telangana,361,2,Komaram Bheem,532,Adilabad,parent2011,District created after Census 2011; mapped to its dominant 2011 parent district.
36,Telangana,361,3,Mancherial,532,Adilabad,parent2011,District created after Census 2011; mapped to its dominant 2011 parent district.
36,Telangana,361,4,Nirmal,532,Adilabad,parent2011,District created after Census 2011; mapped to its dominant 2011 parent district.
36,Telangana,361,5,Nizamabad,533,Nizamabad,exact,
36,Telangana,362,6,Jagtial,534,Karimnagar,parent2011,District created after Census 2011; mapped to its dominant 2011 parent district.
36,Telangana,362,7,Peddapalli,534,Karimnagar,parent2011,District created after Census 2011; mapped to its dominant 2011 parent district.
36,Telangana,362,8,Jayashankar,540,Warangal,parent2011,Created 2016 mainly from Warangal (parts of Karimnagar/Khammam); assigned to Warangal.
36,Telangana,362,9,Bhadradri,541,Khammam,parent2011,Created 2016 from Khammam; assigned to Khammam.
36,Telangana,362,10,Mahabubabad,540,Warangal,parent2011,District created after Census 2011; mapped to its dominant 2011 parent district.
36,Telangana,362,11,Warangal Rural,540,Warangal,parent2011,District created after Census 2011; mapped to its dominant 2011 parent district.
36,Telangana,362,12,Warangal Urban,540,Warangal,parent2011,District created after Census 2011; mapped to its dominant 2011 parent district.
36,Telangana,362,13,Karimnagar,534,Karimnagar,exact,
36,Telangana,362,14,Rajanna,534,Karimnagar,parent2011,District created after Census 2011; mapped to its dominant 2011 parent district.
36,Telangana,361,15,Kamareddy,533,Nizamabad,parent2011,District created after Census 2011; mapped to its dominant 2011 parent district.
36,Telangana,361,16,Sangareddy,535,Medak,parent2011,Created 2016 mainly from Medak; assigned to Medak.
36,Telangana,361,17,Medak,535,Medak,exact,
36,Telangana,361,18,Siddipet,535,Medak,parent2011,"Created 2016 from parts of Medak, Karimnagar and Warangal; assigned to dominant parent Medak."
36,Telangana,362,19,Jangaon,540,Warangal,parent2011,District created after Census 2011; mapped to its dominant 2011 parent district.
36,Telangana,362,20,Yadadri,539,Nalgonda,parent2011,District created after Census 2011; mapped to its dominant 2011 parent district.
36,Telangana,361,21,Medchal-Malkajgiri,537,Rangareddy,parent2011,Created 2016 from Rangareddy (and a sliver of Medak); assigned to Rangareddy.
36,Telangana,361,22,Hyderabad,536,Hyderabad,exact,
36,Telangana,361,23,Rangareddy,537,Rangareddy,exact,
36,Telangana,361,24,Vikarabad,537,Rangareddy,parent2011,District created after Census 2011; mapped to its dominant 2011 parent district.
36,Telangana,361,25,Mahbubnagar,538,Mahbubnagar,exact,
36,Telangana,361,26,Jogulamba,538,Mahbubnagar,parent2011,District created after Census 2011; mapped to its dominant 2011 parent district.
36,Telangana,361,27,Wanaparthy,538,Mahbubnagar,parent2011,District created after Census 2011; mapped to its dominant 2011 parent district.
36,Telangana,361,28,Nagarkurnool,538,Mahbubnagar,parent2011,District created after Census 2011; mapped to its dominant 2011 parent district.
36,Telangana,362,29,Nalgonda,539,Nalgonda,exact,
36,Telangana,362,30,Suryapet,539,Nalgonda,parent2011,District created after Census 2011; mapped to its dominant 2011 parent district.
36,Telangana,362,31,Khammam,541,Khammam,exact,
36,Telangana,362,32,Mulugu,540,Warangal,parent2011,"Not in Vol-I Appendix I (created Feb 2019); code 32 inferred from NSS region in data (362, Inland North Eastern). Parent 2011 district: Warangal."
36,Telangana,361,33,Narayanpet,538,Mahbubnagar,parent2011,"Not in Vol-I Appendix I (created Feb 2019); code 33 inferred from NSS region in data (361, Inland North Western). Parent 2011 district: Mahbubnagar."
37,Ladakh,371,1,Leh,3,Leh(Ladakh),exact,
37,Ladakh,371,2,Kargil,4,Kargil,exact,
